userId,genre,avg_rating
43,Horror,4.5
43,Mystery,4.25
43,Drama,3.75
43,Thriller,3.75
44,Documentary,4.5
44,Film-Noir,4.5
44,Children,3.6333333333333333
44,Mystery,3.5789473684210527
44,Fantasy,3.578125
45,Film-Noir,4.5
45,Crime,4.166666666666667
45,War,4.142857142857143
45,Documentary,4.0
45,IMAX,4.0
46,Documentary,5.0
46,War,4.666666666666667
46,Mystery,4.25
46,Adventure,4.222222222222222
46,Crime,4.083333333333333
47,Horror,5.0
47,Musical,4.6
47,Fantasy,4.571428571428571
47,Documentary,4.5
47,Children,4.454545454545454
48,Drama,4.1
48,Crime,4.0
48,Western,4.0
48,Romance,3.8333333333333335
48,Mystery,3.5
49,Fantasy,5.0
49,Adventure,4.0
49,Horror,4.0
49,Mystery,3.6666666666666665
49,Action,3.642857142857143
50,Horror,4.0
50,Documentary,3.5
50,Musical,3.5
50,Crime,3.3333333333333335
50,Drama,3.2777777777777777
51,Horror,4.5
51,Sci-Fi,4.25
51,Action,4.222222222222222
51,Crime,4.2
51,Adventure,4.0
52,IMAX,4.0
52,Children,3.888888888888889
52,Fantasy,3.8214285714285716
52,Drama,3.7954545454545454
52,Comedy,3.7903225806451615
53,Musical,5.0
53,Western,4.5
53,Drama,4.0
53,Horror,4.0
53,Romance,4.0
54,Film-Noir,4.0
54,War,3.7333333333333334
54,Drama,3.3896103896103895
54,Mystery,3.28125
54,Crime,3.25
55,Fantasy,4.5
55,Western,4.5
55,Comedy,4.166666666666667
55,Romance,4.1
55,War,4.0
56,Mystery,5.0
56,War,4.5
56,Crime,4.428571428571429
56,Drama,4.352941176470588
56,Fantasy,4.333333333333333
57,Romance,4.323529411764706
57,Drama,4.254237288135593
57,Documentary,4.25
57,Crime,4.241379310344827
57,Thriller,4.225806451612903
58,Animation,3.0
58,Film-Noir,3.0
58,Musical,3.0
58,Children,2.8333333333333335
58,Mystery,2.8333333333333335
59,Children,4.5
59,Adventure,4.3
59,Crime,4.25
59,Horror,4.25
59,Mystery,4.1
60,Documentary,4.625
60,Film-Noir,4.5
60,IMAX,4.0
60,Mystery,3.892857142857143
60,Thriller,3.7790697674418605
61,Mystery,3.923076923076923
61,Romance,3.6739130434782608
61,Film-Noir,3.6666666666666665
61,Drama,3.63265306122449
61,Thriller,3.621212121212121
62,Film-Noir,3.5714285714285716
62,War,3.1129032258064515
62,Mystery,2.960227272727273
62,Documentary,2.9583333333333335
62,IMAX,2.8055555555555554
63,Musical,3.642857142857143
63,Documentary,3.533333333333333
63,Film-Noir,3.5
63,War,3.4
63,Drama,3.345617529880478
64,Fantasy,3.4375
64,Musical,3.1666666666666665
64,Children,3.15
64,Animation,3.0833333333333335
64,Horror,3.0
65,War,4.4
65,Western,4.333333333333333
65,Horror,4.0
65,Mystery,4.0
65,Drama,3.9565217391304346
66,Documentary,4.125
66,Film-Noir,4.0
66,Animation,3.8125
66,Mystery,3.7
66,War,3.6666666666666665
67,IMAX,5.0
67,War,5.0
67,Action,4.625
67,Adventure,4.5
67,Sci-Fi,4.3
68,War,5.0
68,Romance,4.0
68,Drama,3.9565217391304346
68,Comedy,3.6
68,Crime,3.3333333333333335
69,Film-Noir,4.0
69,Mystery,4.0
69,Thriller,3.8535353535353534
69,Drama,3.819277108433735
69,War,3.75
70,Crime,4.5
70,Musical,4.5
70,War,4.5
70,Drama,4.34375
70,Sci-Fi,4.3
71,IMAX,4.75
71,Animation,4.5
71,Children,4.458333333333333
71,Musical,4.45
71,War,4.333333333333333
72,Children,4.4
72,Animation,4.333333333333333
72,War,4.333333333333333
72,Musical,3.75
72,Romance,3.7083333333333335
73,Adventure,5.0
73,Crime,5.0
73,Film-Noir,5.0
73,Mystery,5.0
73,Thriller,4.5
74,Horror,5.0
74,War,5.0
74,IMAX,4.333333333333333
74,Musical,4.333333333333333
74,Animation,3.9166666666666665
75,Mystery,4.666666666666667
75,Musical,4.285714285714286
75,Crime,4.166666666666667
75,Comedy,4.045454545454546
75,Sci-Fi,3.8333333333333335
76,Documentary,4.5
76,Fantasy,4.5
76,Adventure,4.333333333333333
76,War,4.3
76,IMAX,4.25
77,Animation,4.5
77,Musical,4.5
77,Children,4.25
77,Film-Noir,4.25
77,Crime,4.136363636363637
78,Action,5.0
78,Adventure,5.0
78,Animation,5.0
78,Children,5.0
78,Comedy,5.0
79,Crime,3.8448275862068964
79,Mystery,3.7857142857142856
79,Drama,3.784313725490196
79,Action,3.735294117647059
79,Adventure,3.7142857142857144
80,Crime,4.5625
80,Thriller,4.357142857142857
80,Drama,4.264705882352941
80,Action,4.25
80,War,4.25
81,Horror,5.0
81,Crime,4.666666666666667
81,Thriller,4.666666666666667
81,Action,4.5
81,Drama,4.333333333333333
82,Animation,5.0
82,Crime,4.4
82,Children,4.166666666666667
82,Mystery,4.0
82,Thriller,3.875
83,Musical,4.166666666666667
83,Mystery,3.8125
83,Action,3.5597014925373136
83,IMAX,3.533333333333333
83,Horror,3.5
84,Action,4.2727272727272725
84,Musical,4.25
84,Adventure,4.2
84,Crime,4.166666666666667
84,IMAX,4.115384615384615
85,Fantasy,5.0
85,War,4.5
85,Adventure,4.25
85,Crime,4.233333333333333
85,Action,4.166666666666667
86,Thriller,4.566666666666666
86,Film-Noir,4.5
86,War,4.5
86,Drama,4.142857142857143
86,Sci-Fi,4.115384615384615
87,Film-Noir,4.111111111111111
87,War,4.045454545454546
87,Western,4.0
87,Crime,3.8152173913043477
87,Drama,3.704697986577181
88,Film-Noir,4.666666666666667
88,Documentary,4.5
88,War,4.482142857142857
88,Western,4.411764705882353
88,Drama,4.215867158671586
89,Musical,3.7916666666666665
89,Animation,3.7777777777777777
89,IMAX,3.75
89,Fantasy,3.716666666666667
89,Children,3.6363636363636362
90,Western,5.0
90,Adventure,3.0
90,Romance,3.0
90,Comedy,2.7142857142857144
90,Crime,2.6666666666666665
91,Horror,5.0
91,Western,5.0
91,War,4.6
91,Animation,4.5
91,Children,4.5
92,Mystery,5.0
92,Crime,4.625
92,Sci-Fi,4.25
92,Fantasy,4.0
92,Horror,4.0
93,Documentary,5.0
93,Animation,4.0
93,Children,4.0
93,Crime,4.0
93,Fantasy,4.0
94,Crime,3.6666666666666665
94,Mystery,3.6666666666666665
94,Horror,3.642857142857143
94,Romance,3.625
94,Drama,3.5277777777777777
95,Drama,3.8
95,Crime,3.6666666666666665
95,Romance,3.5
95,War,3.5
95,Adventure,3.142857142857143
96,Sci-Fi,3.2
96,Thriller,3.125
96,Adventure,3.076923076923077
96,Drama,3.0
96,Action,2.933333333333333
97,War,5.0
97,Crime,4.6
97,Mystery,4.388888888888889
97,Romance,4.333333333333333
97,Drama,4.264705882352941
98,Action,3.75
98,Adventure,3.6666666666666665
98,Comedy,3.6666666666666665
98,Drama,3.5714285714285716
98,Mystery,3.5555555555555554
99,Romance,3.8333333333333335
99,Comedy,3.6666666666666665
99,Fantasy,3.6666666666666665
99,Sci-Fi,3.5
99,Action,3.4375
100,IMAX,5.0
100,War,5.0
100,Action,4.0625
100,Drama,3.5357142857142856
100,Musical,3.5357142857142856
101,Crime,4.645833333333333
101,Mystery,4.642857142857143
101,Drama,4.327586206896552
101,Thriller,4.275
101,Comedy,4.193548387096774
102,Film-Noir,5.0
102,Musical,5.0
102,Animation,4.285714285714286
102,Children,4.166666666666667
102,Adventure,4.0
103,Horror,5.0
103,Mystery,5.0
103,War,5.0
103,Children,4.0
103,Crime,4.0
104,IMAX,4.666666666666667
104,Mystery,4.125
104,Horror,4.0
104,War,4.0
104,Sci-Fi,3.923076923076923
105,Animation,4.0
105,IMAX,4.0
105,Mystery,4.0
105,War,3.8333333333333335
105,Drama,3.72
106,Romance,5.0
106,Mystery,4.8
106,Crime,4.7727272727272725
106,Animation,4.7272727272727275
106,Children,4.6875
107,Film-Noir,4.333333333333333
107,Mystery,3.6904761904761907
107,Crime,3.6511627906976742
107,Sci-Fi,3.575
107,Thriller,3.5037593984962405
108,Film-Noir,5.0
108,IMAX,5.0
108,Mystery,4.75
108,War,4.666666666666667
108,Drama,4.6521739130434785
109,Film-Noir,4.875
109,Animation,4.521739130434782
109,Mystery,4.509803921568627
109,Documentary,4.5
109,IMAX,4.5
110,Documentary,4.666666666666667
110,Film-Noir,4.5
110,Musical,4.416666666666667
110,IMAX,4.375
110,Drama,4.360576923076923
111,War,4.8
111,Western,4.5
111,IMAX,4.333333333333333
111,Drama,4.222222222222222
111,Romance,4.090909090909091
112,Film-Noir,5.0
112,Mystery,4.8
112,War,4.333333333333333
112,Romance,4.266666666666667
112,Fantasy,4.166666666666667
113,Film-Noir,4.0
113,Documentary,3.75
113,Mystery,3.607142857142857
113,Drama,3.5764705882352943
113,Crime,3.5757575757575757
114,War,4.5
114,Adventure,3.923076923076923
114,Drama,3.8645833333333335
114,IMAX,3.8333333333333335
114,Fantasy,3.7666666666666666
115,Documentary,3.5
115,Comedy,2.9615384615384617
115,Sci-Fi,2.8
115,Horror,2.75
115,Western,2.75
116,Animation,5.0
116,IMAX,5.0
116,Musical,5.0
116,Children,4.8
116,Fantasy,4.666666666666667
117,Mystery,5.0
117,Crime,4.333333333333333
117,Animation,4.0
117,Thriller,3.857142857142857
117,Drama,3.8
118,IMAX,4.5
118,Animation,3.857142857142857
118,Musical,3.75
118,Adventure,3.6052631578947367
118,Crime,3.5675675675675675
119,Western,5.0
119,War,4.7727272727272725
119,Crime,4.7105263157894735
119,Thriller,4.678571428571429
119,Sci-Fi,4.666666666666667
120,IMAX,5.0
120,Sci-Fi,5.0
120,War,4.666666666666667
120,Drama,4.631578947368421
120,Romance,4.588235294117647
121,Western,5.0
121,War,4.5
121,Drama,4.352941176470588
121,Action,4.25
121,Mystery,4.25
122,Animation,4.107142857142857
122,Film-Noir,4.0
122,Mystery,3.875
122,Crime,3.8309859154929575
122,Children,3.774193548387097
123,War,5.0
123,Horror,4.5
123,Thriller,4.3
123,Mystery,4.0
123,Western,4.0
124,Animation,5.0
124,Crime,5.0
124,Film-Noir,5.0
124,Musical,4.666666666666667
124,Thriller,4.555555555555555
125,Fantasy,4.5
125,Adventure,4.166666666666667
125,Children,4.0
125,Musical,4.0
125,War,3.5
126,Animation,5.0
126,Fantasy,4.75
126,Horror,4.5
126,IMAX,4.5
126,War,4.375
127,Crime,4.0
127,Mystery,3.75
127,Drama,3.2857142857142856
127,Action,3.0625
127,IMAX,3.0
128,Film-Noir,4.0
128,Western,3.764705882352941
128,Drama,3.6501210653753025
128,Musical,3.6481481481481484
128,Crime,3.6098360655737705
129,Horror,5.0
129,Mystery,3.5
129,Crime,3.111111111111111
129,Animation,3.0
129,Children,3.0
130,Film-Noir,3.8333333333333335
130,Documentary,3.357142857142857
130,War,3.1296296296296298
130,Drama,3.113953488372093
130,Mystery,2.869565217391304
131,Documentary,5.0
131,Mystery,5.0
131,Drama,3.789473684210526
131,Romance,3.75
131,Comedy,3.6
132,Horror,5.0
132,IMAX,5.0
132,Adventure,4.5
132,Western,4.5
132,War,4.4
133,Mystery,4.0
133,Horror,3.6
133,Romance,3.4545454545454546
133,Crime,3.4444444444444446
133,Thriller,3.3636363636363638
134,Crime,4.6
134,Horror,4.571428571428571
134,Animation,4.5
134,Mystery,4.4
134,Comedy,4.35
135,Documentary,5.0
135,Comedy,4.214285714285714
135,Action,4.0
135,Animation,4.0
135,Film-Noir,4.0
136,Drama,4.346153846153846
136,Mystery,4.3
136,Action,4.15
136,Fantasy,3.9545454545454546
136,Sci-Fi,3.9285714285714284
137,Western,4.153846153846154
137,IMAX,4.0625
137,War,4.033333333333333
137,Mystery,3.9473684210526314
137,Musical,3.9375
138,IMAX,5.0
138,Sci-Fi,4.833333333333333
138,War,4.666666666666667
138,Adventure,4.461538461538462
138,Drama,4.384615384615385
139,Documentary,4.0
139,Film-Noir,4.0
139,War,4.0
139,Crime,3.7666666666666666
139,Drama,3.7222222222222223
140,Documentary,4.0
140,War,3.75
140,Western,3.3333333333333335
140,Fantasy,3.2
140,Drama,3.1481481481481484
141,War,4.5
141,Western,4.5
141,Animation,4.25
141,Children,4.0
141,Documentary,4.0
142,Thriller,5.0
142,Crime,4.75
142,Musical,4.75
142,Fantasy,4.625
142,Romance,4.458333333333333
143,War,5.0
143,Mystery,4.5
143,Romance,4.5
143,Drama,4.478260869565218
143,IMAX,4.333333333333333
144,Action,5.0
144,Documentary,5.0
144,Mystery,5.0
144,War,5.0
144,Sci-Fi,4.9375
145,Film-Noir,5.0
145,Horror,5.0
145,Sci-Fi,5.0
145,Mystery,4.8
145,Musical,4.5
146,Musical,4.714285714285714
146,Children,4.416666666666667
146,Fantasy,4.416666666666667
146,Adventure,4.277777777777778
146,Mystery,4.25
147,IMAX,5.0
147,Film-Noir,4.714285714285714
147,Musical,4.5
147,Animation,4.444444444444445
147,Adventure,4.4
148,War,4.166666666666667
148,Western,3.75
148,Drama,3.606060606060606
148,Romance,3.5
148,Crime,3.4
149,Documentary,5.0
149,War,4.5
149,Drama,4.428571428571429
149,Horror,4.4
149,Mystery,4.3
150,Documentary,4.75
150,Musical,4.538461538461538
150,Fantasy,4.342105263157895
150,Film-Noir,4.166666666666667
150,Children,4.15625
151,Animation,4.5
151,Fantasy,4.5
151,Children,4.4
151,Drama,4.071428571428571
151,Musical,4.0
152,War,5.0
152,IMAX,4.625
152,Fantasy,4.6
152,Drama,4.428571428571429
152,Mystery,4.125
153,Western,4.0
153,IMAX,3.3333333333333335
153,Crime,3.2222222222222223
153,Drama,3.2222222222222223
153,Adventure,3.076923076923077
154,Adventure,5.0
154,Crime,3.8
154,Comedy,3.6666666666666665
154,Drama,3.55
154,Romance,3.4545454545454546
155,Documentary,5.0
155,IMAX,5.0
155,Mystery,5.0
155,Western,5.0
155,Children,3.8
156,IMAX,4.5
156,War,4.083333333333333
156,Romance,4.070422535211268
156,Sci-Fi,3.9722222222222223
156,Action,3.918918918918919
157,Western,4.333333333333333
157,Children,4.25
157,War,4.2
157,Fantasy,4.0
157,Film-Noir,4.0
158,Documentary,4.25
158,Animation,4.041666666666667
158,Drama,4.033653846153846
158,Crime,4.022388059701493
158,War,4.018518518518518
159,Documentary,4.5
159,War,4.5
159,Western,4.5
159,Drama,3.8214285714285716
159,Sci-Fi,3.6875
160,IMAX,4.5
160,War,4.480769230769231
160,Western,4.363636363636363
160,Romance,4.207070707070707
160,Drama,4.085889570552148
161,Musical,4.5
161,Animation,4.375
161,IMAX,4.16
161,Western,4.0
161,Crime,3.9901960784313726
162,IMAX,5.0
162,Children,4.0
162,Fantasy,4.0
162,Thriller,3.533333333333333
162,Action,3.5
163,Animation,4.5
163,Musical,4.5
163,Film-Noir,4.25
163,War,4.045454545454546
163,Western,4.0
164,War,4.245454545454545
164,Western,4.235294117647059
164,IMAX,4.135593220338983
164,Film-Noir,4.083333333333333
164,Drama,4.031791907514451
165,Crime,4.5
165,Fantasy,4.2
165,Mystery,4.0
165,Children,3.857142857142857
165,Drama,3.857142857142857
166,Film-Noir,4.833333333333333
166,Western,4.5
166,Mystery,4.428571428571429
166,Drama,4.222222222222222
166,Thriller,4.11
167,Film-Noir,5.0
167,Western,5.0
167,Documentary,4.75
167,Animation,4.375
167,Mystery,4.321428571428571
168,War,4.357142857142857
168,Documentary,4.0
168,Film-Noir,4.0
168,IMAX,4.0
168,Drama,3.8360655737704916
169,Mystery,3.5
169,Crime,3.466666666666667
169,War,3.4166666666666665
169,Drama,3.3962264150943398
169,Romance,3.235294117647059
170,Horror,4.5
170,Animation,4.125
170,Mystery,4.125
170,Children,4.0
170,Comedy,3.95
171,Animation,4.666666666666667
171,Musical,4.666666666666667
171,Romance,4.285714285714286
171,Fantasy,4.142857142857143
171,Adventure,4.0
172,Adventure,5.0
172,Fantasy,5.0
172,Horror,5.0
172,Romance,4.4
172,Mystery,4.25
173,Musical,4.0
173,Romance,4.0
173,Mystery,3.75
173,Animation,3.6666666666666665
173,Horror,3.6666666666666665
174,Film-Noir,4.392857142857143
174,Documentary,4.25
174,Mystery,4.225
174,Drama,4.171875
174,Romance,4.131578947368421
175,Documentary,5.0
175,War,5.0
175,Musical,4.333333333333333
175,Sci-Fi,4.208333333333333
175,Action,4.117647058823529
176,Crime,4.111111111111111
176,Mystery,4.0
176,Horror,3.8
176,Thriller,3.6666666666666665
176,War,3.6666666666666665
177,Film-Noir,3.8333333333333335
177,Mystery,3.588235294117647
177,IMAX,3.5
177,Musical,3.5
177,Western,3.5
178,Animation,5.0
178,Horror,5.0
178,Musical,5.0
178,War,4.5
178,Children,4.333333333333333
179,Documentary,3.625
179,Mystery,3.1634615384615383
179,Fantasy,3.0080645161290325
179,Film-Noir,3.0
179,IMAX,3.0
180,Documentary,4.25
180,War,4.055555555555555
180,IMAX,3.9
180,Crime,3.8095238095238093
180,Drama,3.8055555555555554
181,Drama,4.0
181,Sci-Fi,3.7142857142857144
181,Crime,3.5714285714285716
181,Action,3.4615384615384617
181,Adventure,3.4615384615384617
182,Film-Noir,4.5
182,Crime,3.625
182,Documentary,3.5
182,Adventure,3.1666666666666665
182,Drama,3.1296296296296298
183,Western,4.5
183,Romance,3.6627906976744184
183,Fantasy,3.4545454545454546
183,War,3.4166666666666665
183,Drama,3.3636363636363638
184,Children,4.0
184,Romance,4.0
184,Horror,3.8333333333333335
184,Comedy,3.5714285714285716
184,Animation,3.5
185,Crime,3.8
185,Drama,3.75
185,Action,3.58
185,Adventure,3.5416666666666665
185,Fantasy,3.5
186,War,5.0
186,Horror,4.0
186,Romance,4.0
186,Western,4.0
186,Drama,3.75
187,War,4.5
187,Animation,4.428571428571429
187,IMAX,4.333333333333333
187,Musical,4.25
187,Romance,4.16
188,Horror,4.090909090909091
188,War,4.071428571428571
188,Mystery,4.066666666666666
188,Drama,4.03125
188,Crime,4.018867924528302
189,Mystery,4.611111111111111
189,Fantasy,4.545454545454546
189,Film-Noir,4.525
189,Crime,4.5
189,Drama,4.451515151515151
190,IMAX,4.0
190,Western,4.0
190,Crime,3.1538461538461537
190,Romance,3.142857142857143
190,Adventure,3.090909090909091
191,Musical,4.0
191,War,4.0
191,Action,3.8333333333333335
191,Romance,3.7
191,Drama,3.6666666666666665
192,Western,4.095238095238095
192,Film-Noir,4.0
192,Animation,3.9814814814814814
192,Children,3.9716981132075473
192,Documentary,3.875
193,IMAX,5.0
193,Animation,4.133333333333334
193,Musical,4.1
193,War,4.0
193,Children,3.8518518518518516
194,Western,3.5
194,Romance,3.3691275167785233
194,War,3.3
194,Adventure,3.201492537313433
194,Drama,3.1346153846153846
195,Documentary,4.5
195,Film-Noir,4.5
195,Musical,4.5
195,Crime,4.142857142857143
195,War,4.125
196,War,4.142857142857143
196,Animation,3.888888888888889
196,Musical,3.857142857142857
196,IMAX,3.6666666666666665
196,Mystery,3.4285714285714284
197,Crime,4.166666666666667
197,Animation,4.0
197,Mystery,4.0
197,War,4.0
197,Children,3.6666666666666665
198,IMAX,5.0
198,War,4.6
198,Film-Noir,4.5
198,Romance,4.409836065573771
198,Animation,4.25
199,Musical,5.0
199,War,5.0
199,Romance,4.0
199,Children,3.888888888888889
199,Comedy,3.88
200,War,5.0
200,Romance,4.0
200,Crime,3.5625
200,Drama,3.45
200,Thriller,3.0416666666666665
201,Animation,4.0
201,Crime,3.4642857142857144
201,Musical,3.4
201,Comedy,3.3625
201,Drama,3.3220338983050848
202,Crime,4.25
202,Animation,4.0
202,Film-Noir,4.0
202,War,3.8333333333333335
202,Drama,3.8181818181818183
203,Film-Noir,5.0
203,War,4.333333333333333
203,Horror,4.0
203,IMAX,4.0
203,Romance,3.9577464788732395
204,War,4.666666666666667
204,Children,4.5
204,Fantasy,4.5
204,Film-Noir,4.5
204,Musical,4.5
205,War,4.333333333333333
205,Documentary,4.0
205,IMAX,4.0
205,Musical,4.0
205,Children,3.5
206,Horror,4.0
206,Mystery,4.0
206,Western,4.0
206,Action,3.8333333333333335
206,Thriller,3.8095238095238093
207,IMAX,4.0
207,Mystery,3.909090909090909
207,Drama,3.9047619047619047
207,Romance,3.8947368421052633
207,Horror,3.8
208,Western,5.0
208,War,4.666666666666667
208,Mystery,4.0
208,Drama,3.6363636363636362
208,Fantasy,3.3333333333333335
209,Sci-Fi,4.5
209,War,4.5
209,Drama,4.241379310344827
209,Action,4.230769230769231
209,Musical,4.2272727272727275
210,War,4.333333333333333
210,Crime,4.25
210,Drama,4.220338983050848
210,Mystery,4.142857142857143
210,Sci-Fi,4.133333333333334
211,Horror,5.0
211,Western,4.3
211,Musical,4.178571428571429
211,Romance,4.116279069767442
211,Drama,4.038095238095238
212,Fantasy,4.5
212,Romance,4.2
212,Drama,4.090909090909091
212,Adventure,4.0
212,Comedy,4.0
213,Film-Noir,4.517857142857143
213,Western,4.3076923076923075
213,War,4.214285714285714
213,Crime,4.128318584070796
213,Mystery,4.115384615384615
214,War,5.0
214,Comedy,3.8333333333333335
214,Thriller,3.5
214,Drama,3.4166666666666665
214,Romance,3.4
215,Crime,4.1
215,Sci-Fi,4.090909090909091
215,Animation,4.083333333333333
215,Adventure,4.0344827586206895
215,Children,4.0
216,Horror,4.75
216,Musical,4.0
216,Sci-Fi,4.0
216,Thriller,4.0
216,Comedy,3.857142857142857
217,Western,5.0
217,Adventure,4.0
217,Horror,4.0
217,Mystery,3.8
217,Romance,3.6666666666666665
218,Film-Noir,5.0
218,Western,4.6
218,Crime,4.407894736842105
218,Romance,4.284810126582278
218,Drama,4.283536585365853
219,War,3.7777777777777777
219,Children,3.3333333333333335
219,Drama,3.1538461538461537
219,Action,3.0851063829787235
219,Adventure,3.0416666666666665
220,Film-Noir,3.875
220,Documentary,3.7666666666666666
220,Animation,3.7314814814814814
220,Mystery,3.67
220,Drama,3.6200607902735564
221,Mystery,5.0
221,War,5.0
221,Crime,4.714285714285714
221,Thriller,4.578947368421052
221,Fantasy,4.5
222,Film-Noir,5.0
222,War,4.666666666666667
222,Crime,4.5
222,Comedy,4.0476190476190474
222,Documentary,4.0
223,Children,5.0
223,Comedy,5.0
223,Fantasy,5.0
223,Horror,5.0
223,Romance,4.888888888888889
224,Film-Noir,4.3125
224,War,3.8955223880597014
224,Documentary,3.8333333333333335
224,Crime,3.7744186046511627
224,Western,3.760869565217391
225,Horror,5.0
225,War,5.0
225,Western,5.0
225,Adventure,4.5
225,IMAX,4.5
226,Mystery,5.0
226,Romance,4.5
226,Adventure,4.4
226,Comedy,4.391304347826087
226,Action,4.333333333333333
227,Film-Noir,5.0
227,Romance,5.0
227,Mystery,4.5
227,Thriller,4.4
227,Drama,4.277777777777778
228,Documentary,4.583333333333333
228,Animation,4.403225806451613
228,Film-Noir,4.3
228,Mystery,4.241935483870968
